city,stationID,stationName,aliases,translations,stationCode,longerStationCode,altCodes,priority
,2509,Sanya,,[object Object],SY,,SEQ,0
,1415,Shaoyang,,[object Object],SY,,SYQ,0
,1301,Shiyan,,[object Object],SY,,SNN,0
,110,Shuangyang,,[object Object],SY,,OYT,0
,1301,Shiyandong,,[object Object],SYD,,OUN,0
,357,Shunyi,,[object Object],SY,,SOP,0
,1005,Sanyuanqu,,[object Object],SYQ,,SMS,0
,20,Shuangyashan,,[object Object],SYS,,SSB,0
,138,Songyuan,,[object Object],SY,,VYT,0
,20,Shuangyashanxi,,[object Object],SYSX,,OXB,0
,357,Shunyixi,,[object Object],SYX,,IKP,0
,1505,Shenzhenbei,,[object Object],SZB,,IOQ,0
,710,Suzhoubei,,[object Object],SZB,,OHH,0
,1505,Shenzhenjichang,,[object Object],SZJC,,SCA,0
,906,Shengzhouxinchang,,[object Object],SZXC,,SKU,0
,1505,Shenzhendong,,[object Object],SZD,,BJQ,0
,806,Suzhoudong,,[object Object],SZD,,SRH,0
,237,Suizhong,,[object Object],SZ,,SZD,0
,402,Shuozhou,,[object Object],SZ,,SUV,0
,1505,Shenzhen,,[object Object],SZ,,SZQ,0
,1310,Suizhou,,[object Object],SZ,,SZN,0
,806,Suzhou,,[object Object],SZ,,OXH,0
,710,Suzhou,,[object Object],SZ,,SZH,0
,34,Shangzhi,,[object Object],SZ,,SZB,0
,1310,Suizhounan,,[object Object],SZN,,ONN,0
,2301,Shizuishannan,,[object Object],SZSN,,QQJ,0
,34,Shangzhinan,,[object Object],SZN,,OZB,0
,1505,Shenzhenpingshan,,[object Object],SZPS,,IFQ,0
,3108,Shizhuxian,,[object Object],SZX,,OSW,0
,1505,Shenzhenxi,,[object Object],SZX,,OSQ,0
,616,Taian,,[object Object],TA,,TMK,0
,9,Tongbei,,[object Object],TB,,TBB,0
,2008,Tongchuandong,,[object Object],TCD,,TCY,0
,2413,Tacheng,,[object Object],TC,,TZR,0
,2008,Tongchuan,,[object Object],TC,,TBY,0
,7,Tangchi,,[object Object],TC,,TCX,0
,1403,Tongdao,,[object Object],TD,,TRQ,0
,1314,Tuditangdong,,[object Object],TDTD,,TTN,0
,9096,Taerqi,,[object Object],TEQ,,TVX,0
,2002,Tongguan,,[object Object],TG,,TGY,0
,5409,Taigu,,[object Object],TG,,TGV,0
,359,Tanggu,,[object Object],TG,,TGP,0
,2402,Tuha,,[object Object],TH,,THR,0
,1904,Tonghai,,[object Object],TH,,TAM,0
,7,Taha,,[object Object],TH,,THX,0
,1314,Tianhejichang,,[object Object],THJC,,TJN,0
,1114,Taihe,,[object Object],TH,,THG,0
,3,Tahe,,[object Object],TH,,TXX,0
,1314,Tianhejie,,[object Object],THJ,,TEN,0
,816,Taihunan,,[object Object],THN,,TAU,0
,1803,Tianhetan,,[object Object],THT,,TTE,0
,135,Tonghua,,[object Object],TH,,THL,0
,816,Taihu,,[object Object],TH,,TKH,0
,52,Tongjiang,,[object Object],TJ,,TJB,0
,511,Tuoketuodong,,[object Object],TKTD,,TVC,0
,7,Tailai,,[object Object],TL,,TLX,0
,2402,Tulufanbei,,[object Object],TLFB,,TAR,0
,2402,Tulufan,,[object Object],TLF,,TFR,0
,507,Tongliao,,[object Object],TL,,TLD,0
,813,Tongling,,[object Object],TL,,TJH,0
,204,Tieling,,[object Object],TL,,TLT,0
,16,Tieli,,[object Object],TL,,TLB,0
,904,Tonglu,,[object Object],TL,,TLU,0
,204,Tielingxi,,[object Object],TLX,,PXT,0
,138,Taolaizhao,,[object Object],TLZ,,TPT,0
,9097,Tumenbei,,[object Object],TMB,,QSL,0
,9097,Tumen,,[object Object],TM,,TML,0
,1378,Tianmen,,[object Object],TM,,TKN,0
,946,Toumengang,,[object Object],TMG,,TMU,0
,2410,Tumushuke,,[object Object],TMSK,,TMR,0
,1378,Tianmennan,,[object Object],TMN,,TNN,0
,3122,Tongnan,,[object Object],TN,,TVW,0
,1005,Taining,,[object Object],TN,,TNS,0
,1843,Tongren,,[object Object],TR,,RDQ,0
,1843,Tongrennan,,[object Object],TRN,,TNW,0
,304,Tangshanbei,,[object Object],TSB,,FUP,0
,208,Tianshifu,,[object Object],TSF,,TFT,0
,616,Taishan,,[object Object],TS,,TAK,0
,304,Tangshan,,[object Object],TS,,TSP,0
,2101,Tianshui,,[object Object],TS,,TSJ,0
,2101,Tianshuinan,,[object Object],TSN,,TIJ,0
,16,Tangwanghe,,[object Object],TWH,,THB,0
,1314,Tangxunhu,,[object Object],TXH,,THN,0
,1715,Tuxi,,[object Object],TX,,TSW,0
,210,Tongyuanpu,,[object Object],TYP,,TYT,0
,37,Taiyangsheng,,[object Object],TYS,,TQT,0
,102,Tongyu,,[object Object],TY,,KTT,0
,1807,Tongzibei,,[object Object],TZB,,TBE,0
,315,Taizicheng,,[object Object],TZC,,IZP,0
,628,Tengzhoudong,,[object Object],TZD,,TEK,0
,1807,Tongzidong,,[object Object],TZD,,TDE,0
,946,Taizhou,,[object Object],TZ,,TEU,0
,767,Taizhou,,[object Object],TZ,,UTH,0
,946,Taizhouxi,,[object Object],TZX,,TZH,0
,357,Tongzhouxi,,[object Object],TZX,,TAP,0
,2504,Wenchang,,[object Object],WC,,WEQ,0
,1314,Wuchang,,[object Object],WC,,WCN,0
,34,Wuchang,,[object Object],WC,,WCB,0
,1301,Wudangshan,,[object Object],WDS,,WRN,0
,607,Weifang,,[object Object],WF,,WFK,0
,220,Wafangdian,,[object Object],WFD,,WDT,0
,34,Wanfatun,,[object Object],WFT,,WFB,0
,220,Wafangdianxi,,[object Object],WFDX,,WXT,0
,34,Wanggang,,[object Object],WG,,WGB,0
,2004,Wugong,,[object Object],WG,,WGY,0
,612,Weihai,,[object Object],WH,,WKK,0
,515,Wuhai,,[object Object],WH,,IAC,0
,807,Wuhe,,[object Object],WH,,WHU,0
,34,Weihe,,[object Object],WH,,WHB,0
,515,Wuhainan,,[object Object],WHN,,VNC,0
,812,Wuhu,,[object Object],WH,,WHH,0
,515,Wuhaixi,,[object Object],WHX,,WXC,0
,34,Weihexi,,[object Object],WHX,,WIB,0
,1707,Wenjiang,,[object Object],WJ,,WJE,0
,34,Wujia,,[object Object],WJ,,WUB,0
,110,Wukeshu,,[object Object],WKS,,WKT,0
,9011,Wulanchabu,,[object Object],WLCB,,WPC,0
,34,Wanle,,[object Object],WL,,WEB,0
,946,Wenling,,[object Object],WL,,VHH,0
,1314,Wulongquannan,,[object Object],WLQN,,WFN,0
,3130,Wulong,,[object Object],WL,,WLW,0
,1646,Wulanhaote,,[object Object],WLHT,,WWT,0
,9034,Wulashanxi,,[object Object],WLSX,,WQC,0
,2002,Weinan,,[object Object],WN,,WNY,0
,2002,Weinanbei,,[object Object],WNB,,WBY,0
,208,Wunvshan,,[object Object],WNS,,WET,0
,2002,Weinanxi,,[object Object],WNX,,WXY,0
,9097,Wangqing,,[object Object],WQ,,WQL,0
,359,Wuqing,,[object Object],WQ,,WWP,0
,1759,Wusheng,,[object Object],WS,,WSE,0
,1808,Weishe,,[object Object],WS,,WSM,0
,517,Wushenqi,,[object Object],WSQ,,WGC,0
,2413,Wusu,,[object Object],WS,,WSR,0
,2104,Wuweidong,,[object Object],WWD,,WDJ,0
,2104,Wuwei,,[object Object],WW,,WUJ,0
,2104,Wuweinan,,[object Object],WWN,,WWJ,0
,812,Wuweinan,,[object Object],WWN,,WWU,0
,1320,Wuxuebei,,[object Object],WXB,,WJN,0
,709,Wuxidong,,[object Object],WXD,,WGH,0
,709,Wuxi,,[object Object],WX,,WXH,0
,2403,Wuxi,,[object Object],WX,,WXR,0
,1320,Wuxue,,[object Object],WX,,WXN,0
,1607,Wuxu,,[object Object],WX,,WYZ,0
,413,Wenxixi,,[object Object],WXX,,WOV,0
,1002,Wuyishanbei,,[object Object],WYSB,,WBS,0
,16,Wuying,,[object Object],WY,,WWB,0
,16,Wuyiling,,[object Object],WYL,,WPB,0
,1002,Wuyishan,,[object Object],WYS,,WAS,0
,2124,Weiyuan,,[object Object],WY,,WEJ,0
,1106,Wuyuan,,[object Object],WY,,WYG,0
,1715,Wanyuan,,[object Object],WY,,WYY,0
,3102,Wanzhoubei,,[object Object],WZB,,WZE,0
,1655,Wuzhou,,[object Object],WZ,,WZZ,0
,3102,Wanzhou,,[object Object],WZ,,WYW,0
,2313,Wuzhong,,[object Object],WZ,,WVJ,0
,920,Wenzhou,,[object Object],WZ,,RZH,0
,1655,Wuzhounan,,[object Object],WZN,,WBZ,0
,920,Wenzhounan,,[object Object],WZN,,VRH,0
,1603,Xinganbei,,[object Object],XAB,,XDZ,0
,326,Xiongan,,[object Object],XA,,IQP,0
,2003,Xianxi,,[object Object],XAX,,EGY,0
,1214,Xuchangdong,,[object Object],XCD,,XVF,0
,237,Xingcheng,,[object Object],XC,,XCD,0
,814,Xuancheng,,[object Object],XC,,ECH,0
,1710,Xichang,,[object Object],XC,,ECW,0
,1214,Xuchang,,[object Object],XC,,XCF,0
,1710,Xichangxi,,[object Object],XCX,,XCE,0
,1707,Xindudong,,[object Object],XDD,,EWW,0
,34,Xiangfang,,[object Object],XF,,XFB,0
,1361,Xianfeng,,[object Object],XF,,XFA,0
,204,Xifeng,,[object Object],XF,,XFT,0
,1803,Xifeng,,[object Object],XF,,XFW,0
,1407,Xianfeng,,[object Object],XF,,NQQ,0
,1407,Xiangfulu,,[object Object],XFL,,FVQ,0
,403,Xuangang,,[object Object],XG,,XGV,0
,1313,Xiaoganbei,,[object Object],XGB,,XJN,0
,1313,Xiaogandong,,[object Object],XGD,,GDN,0
,3201,Hkwestkowloon,,[object Object],XGXJL,,XJA,0
,1116,Xingguo,,[object Object],XG,,EUG,0
,2102,Xigu,,[object Object],XG,,XIJ,0
,2102,Xiaguanying,,[object Object],XGY,,XGJ,0
,1715,Xuanhan,,[object Object],XH,,XHY,0
,9011,Xinghebei,,[object Object],XHB,,EBC,0
,315,Xiahuayuanbei,,[object Object],XHYB,,OKP,0
,1412,Xinhuanan,,[object Object],XHN,,EJQ,0
,1541,Xinhui,,[object Object],XH,,EFQ,0
,1403,Xinhuang,,[object Object],XH,,XLQ,0
,9011,Xinghexi,,[object Object],XHX,,XEC,0
,1403,Xinhuangxi,,[object Object],XHX,,EWQ,0
,1707,Xinjin,,[object Object],XJ,,IRW,0
,365,Xinji,,[object Object],XJ,,ENP,0
,34,Xujia,,[object Object],XJ,,XJB,0
,1512,Xiaojinkou,,[object Object],XJK,,NKQ,0
,1707,Xinjinnan,,[object Object],XJN,,ITW,0
,365,Xinjinan,,[object Object],XJN,,IJP,0
,1707,Xilai,,[object Object],XL,,XLE,0
,365,Xinle,,[object Object],XL,,ELP,0
,705,Xianlin,,[object Object],XL,,XPH,0
,9098,Xilinhaote,,[object Object],XLHT,,XTC,0
,309,Xinglongxian,,[object Object],XLX,,EXP,0
,34,Xinglongzhen,,[object Object],XLZ,,XZB,0
,1010,Xiamenbei,,[object Object],XMB,,XKS,0
,205,Xinminbei,,[object Object],XMB,,XOT,0
,1010,Xiamen,,[object Object],XM,,XMS,0
,205,Xinmin,,[object Object],XM,,XMD,0
,1010,Xiamengaoqi,,[object Object],XMGQ,,XBS,0
,1317,Xianningnan,,[object Object],XNN,,UNN,0
,1707,Xipudong,,[object Object],XPD,,XAW,0
,1403,Xupunan,,[object Object],XPN,,EMQ,0
,1023,Xiapu,,[object Object],XP,,XOS,0
,1403,Xupu,,[object Object],XP,,EPQ,0
,1707,Xipu,,[object Object],XP,,XIW,0
,1780,Xiushan,,[object Object],XS,,ETW,0
,208,Xiaoshi,,[object Object],XS,,XST,0
,1307,Xingshan,,[object Object],XS,,EMN,0
,1909,Xishuangbanna,,[object Object],XSBN,,ENM,0
,34,Xinsongpu,,[object Object],XSP,,XOB,0
,1379,Xiantao,,[object Object],XT,,VTN,0
,1410,Xiangtan,,[object Object],XT,,XTQ,0
,1104,Xiangtang,,[object Object],XT,,XTG,0
,346,Xingtaidong,,[object Object],XTD,,EDP,0
,1502,Xintangnan,,[object Object],XTN,,NUQ,0
,1714,Xingwen,,[object Object],XW,,XNE,0
,1901,Xuanwei,,[object Object],XW,,XWM,0
,1803,Xiuwenxian,,[object Object],XWX,,XWE,0
,806,Xiaoxianbei,,[object Object],XXB,,QSH,0
,34,Xinxiangfangbei,,[object Object],XXFB,,RHB,0
,1204,Xinxiangdong,,[object Object],XXD,,EGF,0
,9010,Xiaoxi,,[object Object],XX,,XOV,0
,2007,Xixiang,,[object Object],XX,,XQY,0
,1216,Xixia,,[object Object],XX,,XIF,0
,1204,Xinxiang,,[object Object],XX,,XXF,0
,1902,Xiaoxinjie,,[object Object],XXJ,,XXM,0
,5409,Xiyang,,[object Object],XY,,XEP,0
,1220,Xinyang,,[object Object],XY,,XUN,0
,2006,Xunyang,,[object Object],XY,,XUY,0
,2004,Xianyang,,[object Object],XY,,XYY,0
,213,Xiuyan,,[object Object],XY,,XXT,0
,1304,Xiangyang,,[object Object],XY,,XFN,0
,1787,Xuyongbei,,[object Object],XYB,,XEE,0
,1111,Xinyubei,,[object Object],XYB,,XBG,0
,216,Xiongyuecheng,,[object Object],XYC,,XYT,0
,1220,Xinyangdong,,[object Object],XYD,,OYN,0
,1304,Xiangyangdong,,[object Object],XYD,,EKN,0
,1808,Xingyi,,[object Object],XY,,XRZ,0
,1509,Xinyi,,[object Object],XY,,EEQ,0
,2501,Xiuying,,[object Object],XY,,XYA,0
,1808,Xingyinan,,[object Object],XYN,,XVE,0
,1906,Xiangyun,,[object Object],XY,,XQM,0
,1111,Xinyu,,[object Object],XY,,XUG,0
,2004,Xianyangxi,,[object Object],XYX,,XOY,0
,1222,Xinzhengjichang,,[object Object],XZJC,,EZF,0
,701,Xuzhoudong,,[object Object],XZD,,UUH,0
,403,Xinzhou,,[object Object],XZ,,XXV,0
,37,Xinzhao,,[object Object],XZ,,XZT,0
,1304,Xiangzhou,,[object Object],XZ,,XWN,0
,701,Xuzhou,,[object Object],XZ,,XCH,0
,1222,Xinzheng,,[object Object],XZ,,XNF,0
,1407,Xiangzhanglu,,[object Object],XZL,,FNQ,0
,403,Xinzhouxi,,[object Object],XZX,,IXV,0
,6740,Yaan,,[object Object],YA,,YAE,0
,2010,Yanan,,[object Object],YA,,YWY,0
,1005,Yongannan,,[object Object],YAN,,YQS,0
,7,Yian,,[object Object],YA,,YAX,0
,1707,Yingbinlu,,[object Object],YBL,,YFW,0
,34,Yabuli,,[object Object],YBL,,YBB,0
,34,Yabulinan,,[object Object],YBLN,,YWB,0
,233,Yebaishou,,[object Object],YBS,,YBD,0
,1714,Yibinxi,,[object Object],YBX,,YXE,0
,34,Yabulixi,,[object Object],YBLX,,YSB,0
,413,Yunchengbei,,[object Object],YCB,,ABV,0
,1307,Yichangbei,,[object Object],YCB,,ABN,0
,739,Yanchengbei,,[object Object],YCB,,AEH,0
,1718,Yongchuandong,,[object Object],YCD,,WMW,0
,1307,Yichangdong,,[object Object],YCD,,HAN,0
,1759,Yuechi,,[object Object],YC,,AWW,0
,2410,Yecheng,,[object Object],YC,,YER,0
,1529,Yangchun,,[object Object],YC,,YQQ,0
,1112,Yichun,,[object Object],YC,,YEG,0
,413,Yuncheng,,[object Object],YC,,YNV,0
,1307,Yichang,,[object Object],YC,,YCN,0
,739,Yancheng,,[object Object],YC,,AFH,0
,16,Yichun,,[object Object],YC,,YCB,0
,5409,Yuci,,[object Object],YC,,YCV,0
,359,Yangcun,,[object Object],YC,,YBP,0
,2102,Yongdeng,,[object Object],YD,,YDJ,0
,920,Yandangshan,,[object Object],YDS,,YGH,0
,1169,Yudu,,[object Object],YD,,YDG,0
,1701,Yaodu,,[object Object],YD,,AOJ,0
,1503,Yingdexi,,[object Object],YDX,,IIQ,0
,1508,Yunfudong,,[object Object],YFD,,IXQ,0
,1708,Yangang,,[object Object],YG,,YGW,0
,413,Yongjibei,,[object Object],YJB,,AJV,0
,9097,Yanji,,[object Object],YJ,,YJL,0
,1529,Yangjiang,,[object Object],YJ,,WRQ,0
,413,Yongji,,[object Object],YJ,,YIV,0
,358,Yanjiao,,[object Object],YJ,,AJP,0
,2410,Yingjisha,,[object Object],YJS,,YIR,0
,9097,Yanjixi,,[object Object],YJX,,YXL,0
,216,Yingkoudong,,[object Object],YKD,,YGT,0
,913,Yongkangnan,,[object Object],YKN,,QUH,0
,216,Yingkou,,[object Object],YK,,YKT,0
,9096,Yakeshi,,[object Object],YKS,,YKX,0
,34,Yilan,,[object Object],YL,,YEB,0
,1606,Yulinbei,,[object Object],YLB,,ABZ,0
,1902,Yiliangbei,,[object Object],YLB,,YSM,0
,2003,Yongledian,,[object Object],YLD,,YDY,0
,1606,Yulin,,[object Object],YL,,YLZ,0
,2015,Yulin,,[object Object],YL,,ALY,0
,2004,Yangling,,[object Object],YL,,YSY,0
,1408,Yanling,,[object Object],YL,,YAG,0
,2003,Yanliang,,[object Object],YL,,YNY,0
,1902,Yanglin,,[object Object],YL,,YLM,0
,2004,Yanglingnan,,[object Object],YLN,,YEY,0
,359,Yangliuqing,,[object Object],YLQ,,YQP,0
,2509,Yalongwan,,[object Object],YLW,,TWQ,0
,1707,Yangma,,[object Object],YM,,YME,0
,34,Yimianpobei,,[object Object],YMPB,,YXB,0
,1313,Yunmengdong,,[object Object],YMD,,YRN,0
,2107,Yumen,,[object Object],YM,,YXJ,0
,34,Yimianpo,,[object Object],YMP,,YPB,0
,1905,Yuanmouxi,,[object Object],YMX,,AMM,0
,1508,Yunan,,[object Object],YN,,YKQ,0
,2482,Yiningdong,,[object Object],YND,,YNR,0
,2482,Yining,,[object Object],YN,,YMR,0
,1002,Yanpingdong,,[object Object],YPD,,ADS,0
,2007,Yangpingguan,,[object Object],YPG,,YAY,0
,1843,Yuping,,[object Object],YP,,YZW,0
,1002,Yanping,,[object Object],YP,,YPS,0
,403,Yuanping,,[object Object],YP,,YPV,0
,1002,Yanpingxi,,[object Object],YPX,,YWS,0
,403,Yuanpingxi,,[object Object],YPX,,IPV,0
,404,Yangquanbei,,[object Object],YQB,,YPP,0
,404,Yangquandong,,[object Object],YQD,,AYP,0
,358,Yongqingdong,,[object Object],YQD,,YDI,0
,357,Yanqihu,,[object Object],YQH,,FGP,0
,2408,Yanqi,,[object Object],YQ,,YSR,0
,920,Yueqing,,[object Object],YQ,,UPH,0
,357,Yanqing,,[object Object],YQ,,YNP,0
,9010,Yangquanqu,,[object Object],YQQ,,YYV,0
,404,Yangquan,,[object Object],YQ,,AQP,0
,405,Yangqu,,[object Object],YQ,,YQV,0
,34,Yuquan,,[object Object],YQ,,YQB,0
,405,Yangquxi,,[object Object],YQX,,IQV,0
,5409,Yushe,,[object Object],YS,,YSV,0
,1106,Yushan,,[object Object],YS,,YNG,0
,1720,Yingshan,,[object Object],YS,,NUW,0
,110,Yushu,,[object Object],YS,,YRT,0
,365,Yuanshi,,[object Object],YS,,YSP,0
,357,Yanshan,,[object Object],YS,,AOP,0
,1106,Yushannan,,[object Object],YSN,,YGG,0
,7,Yushutun,,[object Object],YST,,YSX,0
,2515,Yintan,,[object Object],YT,,CTQ,0
,611,Yantai,,[object Object],YT,,YAK,0
,1105,Yingtan,,[object Object],YT,,YTG,0
,1004,Yongtai,,[object Object],YT,,YTS,0
,1105,Yingtanbei,,[object Object],YTB,,YKG,0
,9096,Yitulihe,,[object Object],YTLH,,YEX,0
,2408,Yitunbulake,,[object Object],YTBLK,,YVR,0
,611,Yantainan,,[object Object],YTN,,YLK,0
,117,Yantongshan,,[object Object],YTS,,YSL,0
,304,Yutianxian,,[object Object],YTX,,ATP,0
,913,Yiwu,,[object Object],YW,,YWH,0
,1904,Yuxi,,[object Object],YX,,AXM,0
,1009,Yunxiao,,[object Object],YX,,YBS,0
,228,Yixian,,[object Object],YX,,YXD,0
,1316,Yangxin,,[object Object],YX,,YON,0
,709,Yixing,,[object Object],YX,,YUH,0
,1005,Youxi,,[object Object],YX,,YXS,0
,1423,Yiyang,,[object Object],YY,,AEQ,0
,1404,Yueyang,,[object Object],YY,,YYQ,0
,1404,Yueyangdong,,[object Object],YYD,,YIQ,0
,1423,Yiyangnan,,[object Object],YYN,,YAA,0
,713,Yangzhoudong,,[object Object],YZD,,YDU,0
,2509,Yazhou,,[object Object],YZ,,YUQ,0
,1426,Yongzhou,,[object Object],YZ,,AOQ,0
,620,Yanzhou,,[object Object],YZ,,YZK,0
,713,Yangzhou,,[object Object],YZ,,YLH,0
,357,Yizhuang,,[object Object],YZ,,YUP,0
,2102,Yuzhong,,[object Object],YZ,,IZJ,0
,1904,Yangzong,,[object Object],YZ,,AOM,0
,1009,Zhaoan,,[object Object],ZA,,ZDS,0
,605,Zibobei,,[object Object],ZBB,,ZRK,0
,605,Zibo,,[object Object],ZB,,ZBK,0
,357,Zhongcang,,[object Object],ZC,,TOP,0
,405,Zhenchengdi,,[object Object],ZCD,,ZDV,0
,365,Zhengdingjichang,,[object Object],ZDJC,,ZHP,0
,365,Zhengding,,[object Object],ZD,,ZDP,0
,1314,Zhifangdong,,[object Object],ZFD,,ZMN,0
,809,Zhegao,,[object Object],ZG,,ZGU,0
,1713,Zigongbei,,[object Object],ZGB,,ZGW,0
,1713,Zigong,,[object Object],ZG,,ZGE,0
,1567,Zhuhai,,[object Object],ZH,,ZHQ,0
,220,Zhuanghebei,,[object Object],ZHB,,ZUT,0
,1567,Zhuhaibei,,[object Object],ZHB,,ZIQ,0
,1567,Zhuhaijichang,,[object Object],ZHJC,,ZJA,0
,1567,Zhuhaichanglong,,[object Object],ZHCL,,ZLA,0
,705,Zhonghuamen,,[object Object],ZHM,,VNH,0
,1510,Zhanjiangbei,,[object Object],ZJB,,ZMQ,0
,2101,Zhangjiachuan,,[object Object],ZJC,,ZIJ,0
,710,Zhangjiagang,,[object Object],ZJG,,ZAU,0
,1510,Zhanjiang,,[object Object],ZJ,,ZJZ,0
,1848,Zhijin,,[object Object],ZJ,,IZW,0
,2007,Zhijiang,,[object Object],ZJ,,ZIY,0
,1403,Zhijiang,,[object Object],ZJ,,ZPQ,0
,906,Zhuji,,[object Object],ZJ,,ZDH,0
,706,Zhenjiang,,[object Object],ZJ,,ZJH,0
,34,Zhoujia,,[object Object],ZJ,,ZOB,0
,1421,Zhangjiajie,,[object Object],ZJJ,,DIQ,0
,315,Zhangjiakou,,[object Object],ZJK,,ZMP,0
,315,Zhangjiakounan,,[object Object],ZJKN,,IXP,0
,706,Zhenjiangnan,,[object Object],ZJN,,ZEH,0
,1510,Zhanjiangxi,,[object Object],ZJX,,ZWQ,0
,1421,Zhangjiajiexi,,[object Object],ZJJX,,JXA,0
,1221,Zhoukoudong,,[object Object],ZKD,,ZKF,0
,1221,Zhoukou,,[object Object],ZK,,ZKN,0
,102,Zhenlai,,[object Object],ZL,,ZLT,0
,2050,Zhuangli,,[object Object],ZL,,ZLY,0
,1314,Zuoling,,[object Object],ZL,,ZSN,0
,9096,Zhalantun,,[object Object],ZLT,,ZTX,0
,9096,Zhalainuoerxi,,[object Object],ZLNEX,,ZXX,0
,1219,Zhumadian,,[object Object],ZMD,,ZDN,0
,1222,Zhongmu,,[object Object],ZM,,ZGF,0
,1219,Zhumadianxi,,[object Object],ZMDX,,ZLN,0
,1008,Zhangping,,[object Object],ZP,,ZPS,0
,2410,Zepu,,[object Object],ZP,,ZPR,0
,1008,Zhangpingxi,,[object Object],ZPX,,ZXG,0
,602,Zhangqiubei,,[object Object],ZQB,,ZVK,0
,1507,Zhaoqingdong,,[object Object],ZQD,,FCQ,0
,1507,Zhaoqing,,[object Object],ZQ,,ZVQ,0
,602,Zhangqiu,,[object Object],ZQ,,ZTK,0
,5409,Zuoquan,,[object Object],ZQ,,ZNP,0
,2016,Zhashui,,[object Object],ZS,,ZSY,0
,507,Zhusihua,,[object Object],ZSH,,ZHD,0
,1581,Zhongshan,,[object Object],ZS,,ZSQ,0
,1112,Zhangshu,,[object Object],ZS,,ZSG,0
,1843,Zhushaguzhen,,[object Object],ZSGZ,,ZSE,0
,220,Zhoushuizi,,[object Object],ZSZ,,ZIT,0
,1504,Zhongtang,,[object Object],ZT,,ZTA,0
,1908,Zhaotong,,[object Object],ZT,,ZDW,0
,2304,Zhongwei,,[object Object],ZW,,ZWJ,0
,2304,Zhongweinan,,[object Object],ZWN,,ZTJ,0
,1908,Zhenxiong,,[object Object],ZX,,ZXE,0
,2006,Ziyang,,[object Object],ZY,,ZVY,0
,1304,Zaoyang,,[object Object],ZY,,ZYN,0
,6702,Ziyangbei,,[object Object],ZYB,,FYW,0
,2106,Zhangye,,[object Object],ZY,,ZYJ,0
,1807,Zunyi,,[object Object],ZY,,ZYE,0
,1801,Zhenyuan,,[object Object],ZY,,ZUW,0
,1807,Zunyixi,,[object Object],ZYX,,ZIW,0
,2106,Zhangyexi,,[object Object],ZYX,,ZEJ,0
,1712,Zizhongbei,,[object Object],ZZB,,WZW,0
,1009,Zhangzhoudong,,[object Object],ZZD,,GOS,0
,326,Zhuozhoudong,,[object Object],ZZD,,ZAP,0
,628,Zaozhuang,,[object Object],ZZ,,ZEK,0
,1009,Zhangzhou,,[object Object],ZZ,,ZUS,0
,1408,Zhuzhou,,[object Object],ZZ,,ZZQ,0
,621,Zhuangzhai,,[object Object],ZZ,,VOK,0
,1408,Zhuzhounan,,[object Object],ZZN,,KVQ,0
,628,Zaozhuangxi,,[object Object],ZZX,,ZFK,0
,1408,Zhuzhouxi,,[object Object],ZZX,,ZAQ,0
,9098,Abagaqi,,[object Object],ABGQ,,AQC,0
,357,Anding,,[object Object],AD,,ADP,0
,2756,Anduo,,[object Object],AD,,ADO,0
,102,Anguang,,[object Object],AG,,AGT,0
,508,Aohan,,[object Object],AH,,YED,0
,326,Aihe,,[object Object],AH,,AHP,0
,1423,Anhua,,[object Object],AH,,PKQ,0
,2313,Aijiacun,,[object Object],AJC,,AJJ,0
,1403,Anjiangdong,,[object Object],AJD,,ADA,0
,309,Anjiang,,[object Object],AJ,,MJP,0
,2107,Akesai,,[object Object],AKS,,AKJ,0
,2005,Ankouyao,,[object Object],AKY,,AYY,0
,507,Aolibugao,,[object Object],ALBG,,ALD,0
,1808,Anlong,,[object Object],AL,,AUZ,0
,9096,Alongshan,,[object Object],ALS,,ASX,0
,3,Amuer,,[object Object],AME,,JTX,0
,1905,Ananzhuang,,[object Object],ANZ,,AZM,0
,1419,Anren,,[object Object],AR,,ARG,0
,403,Antang,,[object Object],AT,,ATV,0
,2411,Atushi,,[object Object],ATS,,ATR,0
,9097,Antu,,[object Object],AT,,ATL,0
,9097,Antuxi,,[object Object],ATX,,AXL,0
,2409,Awati,,[object Object],AWT,,AWR,0
,1036,Anxi,,[object Object],AX,,AXS,0
,2506,Boao,,[object Object],BA,,BWQ,0
,9010,Baibiguan,,[object Object],BBG,,BGV,0
,1848,Babu,,[object Object],BB,,BBE,0
,727,Bencha,,[object Object],BC,,FWH,0
,326,Bancheng,,[object Object],BC,,BUP,0
,359,Baodi,,[object Object],BD,,BZI,0
,359,Baodinan,,[object Object],BDN,,BOI,0
,1215,Baofeng,,[object Object],BF,,BFF,0
,326,Baigou,,[object Object],BG,,FEP,0
,2006,Baihedong,,[object Object],BHD,,BIY,0
,739,Binhaigang,,[object Object],BHG,,BGU,0
,706,Baohuashan,,[object Object],BHS,,BWH,0
,2006,Baihexian,,[object Object],BHX,,BEY,0
,2301,Baijigou,,[object Object],BJG,,BJJ,0
,1506,Beijiao,,[object Object],BJ,,IBQ,0
,1506,Bijiang,,[object Object],BJ,,BLQ,0
,1806,Baijipo,,[object Object],BJP,,BBM,0
,20,Bijiashan,,[object Object],BJS,,BSB,0
,228,Bajiaotai,,[object Object],BJT,,BTD,0
,1506,Beijiaoxi,,[object Object],BJX,,BJA,0
,210,Beijingzi,,[object Object],BJZ,,BRT,0
